gvkey,datadate,fyear,company_name,sich,at,pidom,pifo,sale,dltt,dlc,xrd,xad,ppent,txt,txfo,foreign_assets,domestic_assets,foreign_sales,domestic_sales,num_segments,foreign_pm,domestic_pm,income_shift,usr,ftr,tax_diff,ww_profit,size,leverage,rnd_intensity,ad_intensity,ppe_intensity,year_trend,post_tcja
007316,20200131,2019,MICHAELS COS INC,5945,3838.0950,227.1710,131.2000,5072.0370,4002.281,331.696,0,190,2040.4450,85.776,4.596,178.5,1949.836,488.041,4783.903,2,0.2688298729,0.0474865398,0.2213433331,0.21,0.0350304878,-0.174969512,0.0706562275,8.2527314287,1.1292000328,0,0.0374602946,0.5316296236,9,1
007316,20210131,2020,MICHAELS COS INC,5945,4528.4050,238.6040,122.0000,5271.1120,3859.347,340.938,0,176.4,2067.1170,65.669,7.676,310.721,3527.374,474.775,4597.262,2,0.256963825,0.0519013274,0.2050624976,0.21,0.0629180328,-0.147081967,0.0684113713,8.4181250593,0.9275418166,0,0.0334654244,0.4564779431,10,1
007585,20101231,2010,MOTOROLA SOLUTIONS INC,3663,25577.0000,265.0000,412.0000,19282.0000,2194,605,2530,502,1729.0000,406,160,8361,10501,9695,4161,11,0.042496132,0.0636866138,-0.021190482,0.35,0.3883495146,0.0383495146,0.0351104657,10.149448789,0.1094342573,0.1312104553,0.0260346437,0.0675997967,0,0
007585,20121231,2012,MOTOROLA SOLUTIONS INC,3663,12679.0000,851.0000,364.0000,8698.0000,1859,4,1075,95,839.0000,337,89,4540,6268,2808,3685,8,0.1296296296,0.230936228,-0.101306598,0.35,0.2445054945,-0.105494505,0.1396872844,9.4477023605,0.1469358782,0.1235916303,0.010922051,0.0661724111,2,0
007585,20131231,2013,MOTOROLA SOLUTIONS INC,3663,11851.0000,850.0000,295.0000,8696.0000,2457,4,1055,95,810.0000,40,230,3108,6201,2579,3648,5,0.1143854207,0.233004386,-0.118618965,0.35,0.7796610169,0.4296610169,0.1316697332,9.3801675312,0.2076618007,0.1213201472,0.010924563,0.0683486626,3,0
007585,20151231,2015,MOTOROLA SOLUTIONS INC,3663,8387.0000,725.0000,192.0000,5695.0000,4386,4,620,0,487.0000,274,30,2133,6254,2222,3473,3,0.0864086409,0.2087532393,-0.122344598,0.35,0.15625,-0.19375,0.1610184372,9.034438167,0.5234291165,0.1088674276,0,0.0580660546,5,0
007585,20161231,2016,MOTOROLA SOLUTIONS INC,3663,8463.0000,651.0000,193.0000,6038.0000,4392,4,553,0,789.0000,282,31,2810,5653,2472,3566,4,0.0780744337,0.1825574874,-0.104483054,0.35,0.1606217617,-0.189378238,0.1397813846,9.0434589997,0.5194375517,0.0915866181,0,0.0932293513,6,0
007585,20181231,2018,MOTOROLA SOLUTIONS INC,3663,9409.0000,980.0000,122.0000,7343.0000,5289,31,637,0,895.0000,133,88,3968,5441,2982,4361,4,0.0409121395,0.2247191011,-0.183806962,0.21,0.7213114754,0.5113114754,0.1500749013,9.149421957,0.565416091,0.086749285,0,0.095121692,8,1
007585,20191231,2019,MOTOROLA SOLUTIONS INC,3663,10642.0000,714.0000,287.0000,7887.0000,5610,138,687,0,1546.0000,130,93,3893,6749,2881,5006,4,0.0996181881,0.1426288454,-0.043010657,0.21,0.3240418118,0.1140418118,0.1269177127,9.2725637152,0.5401240368,0.0871053633,0,0.1452734448,9,1
007585,20201231,2020,MOTOROLA SOLUTIONS INC,3663,10876.0000,1029.0000,145.0000,7414.0000,5565,138,686,0,1490.0000,221,98,3867,7009,2644,4770,4,0.0548411498,0.2157232704,-0.160882121,0.21,0.675862069,0.465862069,0.1583490693,9.2943138058,0.5243655756,0.0925276504,0,0.1369988967,10,1
007585,20211231,2021,MOTOROLA SOLUTIONS INC,3663,12189.0000,1030.0000,522.0000,8171.0000,6001,129,734,0,1424.0000,302,98,2769,9420,2935,5236,4,0.1778534923,0.1967150497,-0.018861557,0.21,0.1877394636,-0.022260536,0.1899400318,9.4082891847,0.5029124621,0.0898298862,0,0.116826647,11,1
007585,20221231,2022,MOTOROLA SOLUTIONS INC,3663,12814.0000,1312.0000,203.0000,9112.0000,6432,119,779,0,1412.0000,148,159,3587,9227,3104,6008,4,0.0653994845,0.2183754993,-0.152976015,0.21,0.7832512315,0.5732512315,0.1662642669,9.4582936022,0.5112377088,0.0854916594,0,0.1101919775,12,1
007585,20231231,2023,MOTOROLA SOLUTIONS INC,3663,13336.0000,1744.0000,402.0000,9978.0000,5112,1438,858,0,1459.0000,432,125,3129,10207,3419,6559,4,0.1175782393,0.2658941912,-0.148315952,0.21,0.3109452736,0.1009452736,0.215073161,9.4982224244,0.4911517696,0.0859891762,0,0.1094031194,13,1
007585,20241231,2024,MOTOROLA SOLUTIONS INC,3663,14595.0000,1705.0000,267.0000,10817.0000,6102,449,917,0,1551.0000,390,38,3139,11456,3385,7432,4,0.0788774003,0.2294133477,-0.150535947,0.21,0.1423220974,-0.067677903,0.18230563,9.5884342833,0.4488523467,0.0847739669,0,0.1062692703,14,1
007759,20101231,2010,GP STRATEGIES CORP,8200,183.1960,17.4520,3.4000,259.9260,0,0,0,0,2.9650,8.12,1.328,32.028,151.168,45.732,214.194,3,0.0743461909,0.0814775391,-0.007131348,0.35,0.3905882353,0.0405882353,0.0802228327,5.2105566179,0,0,0,0.0161848512,0,0
007759,20111231,2011,GP STRATEGIES CORP,8200,211.5760,21.9760,6.4150,333.1670,0,0,0,0,5.5620,10.531,1.765,46.094,165.482,59.157,274.01,3,0.1084402522,0.0802014525,0.0282387997,0.35,0.2751363991,-0.074863601,0.0852155225,5.354584272,0,0,0,0.0262884259,1,0
007759,20121231,2012,GP STRATEGIES CORP,8200,244.4340,27.8270,7.9750,401.5720,0,0,0,0,5.5110,13.114,2.899,55.838,188.596,77.705,323.867,3,0.1026317483,0.0859210725,0.0167106757,0.35,0.3635109718,0.0135109718,0.0891546223,5.4989453338,0,0,0,0.0225459633,2,0
007759,20131231,2013,GP STRATEGIES CORP,8200,280.1560,31.7380,6.7500,436.6890,0,0.407,0,0,9.2310,14.732,2.539,85.871,194.285,89.438,347.251,3,0.0754712762,0.0913978649,-0.015926589,0.35,0.3761481481,0.0261481481,0.0881359503,5.6353465909,0.001452762,0,0,0.0329494996,3,0
007759,20141231,2014,GP STRATEGIES CORP,8200,305.4520,38.3590,4.4640,501.2670,24.444,34.132,0,0,7.8640,15.725,1.439,121.829,183.623,121.815,380.052,3,0.0366457333,0.1009309252,-0.064285192,0.35,0.3223566308,-0.027643369,0.0854295216,5.7217926468,0.1917682647,0,0,0.0257454526,4,0
007759,20151231,2015,GP STRATEGIES CORP,8200,302.3500,18.6560,10.9670,490.2800,11.111,47.417,0,0,6.2450,10.834,3.71,120.094,182.256,148.699,341.581,3,0.0737530178,0.0546166209,0.0191363969,0.35,0.33828759,-0.01171241,0.060420576,5.7115852867,0.1935769803,0,0,0.0206548702,5,0
007759,20161231,2016,GP STRATEGIES CORP,8200,315.6010,13.9880,16.0460,490.5590,28,29.694,0,0,4.5470,9.787,4.885,119.908,195.693,151.23,339.329,3,0.1061032864,0.0412225303,0.064880756,0.35,0.3044372429,-0.045562757,0.0612240322,5.7544787575,0.1828067718,0,0,0.0144074322,6,0
007759,20181231,2018,GP STRATEGIES CORP,8200,434.7380,5.5770,9.1860,515.1600,116.5,0,0,0,5.8590,4.927,3.285,154.641,280.097,170.44,344.72,3,0.0538957991,0.0161783476,0.0377174515,0.21,0.3576094056,0.1476094056,0.0286571162,6.0747435508,0.2679774945,0,0,0.0134770827,8,1
007759,20191231,2019,GP STRATEGIES CORP,8200,448.9020,12.8140,9.5550,583.2900,105.029,7.871,0,0,33.0540,7.18,5.046,289.711,255.649,396.96,374.017,6,0.0240704353,0.0342604748,-0.010190039,0.21,0.528100471,0.318100471,0.038349706,6.1068046011,0.2515025551,0,0,0.0736329978,9,1
007912,20101231,2010,NOBLE ENERGY INC,1311,13282.0000,235.0000,796.0000,2904.0000,2272,0,0,0,10264.0000,306,208,4525,9091,1031,1873,5,0.7720659554,0.125467165,0.6465987904,0.35,0.2613065327,-0.088693467,0.3550275482,9.4941650141,0.1710585755,0,0,0.7727751845,0,0
007912,20121231,2012,NOBLE ENERGY INC,1311,17554.0000,92.0000,1264.0000,4037.0000,3736,372,0,0,13551.0000,391,143,6310,11199,1698,2339,4,0.7444051826,0.0393330483,0.7050721343,0.35,0.1131329114,-0.236867089,0.3358929898,9.7730371232,0.234020736,0,0,0.7719608067,2,0
007912,20131231,2013,NOBLE ENERGY INC,1311,19642.0000,202.0000,1142.0000,4809.0000,4566,258,0,0,15725.0000,437,144,6504,13094,1805,3004,4,0.6326869806,0.0672436751,0.5654433055,0.35,0.1260945709,-0.223905429,0.2794759825,9.8854254097,0.2455961715,0,0,0.800580389,3,0
007912,20141231,2014,NOBLE ENERGY INC,1311,22553.0000,282.0000,1428.0000,4931.0000,6103,68,0,0,18143.0000,496,208,6153,16400,1756,3175,4,0.8132118451,0.0888188976,0.7243929475,0.35,0.1456582633,-0.204341737,0.3467856419,10.023623374,0.2736221345,0,0,0.8044606039,4,0
007951,20120131,2011,MOVADO GROUP INC,3873,506.0430,2.8000,30.4000,465.8280,0,0,0,64.2,36.2900,0.604,8.202,258.139,183.969,182.147,200.043,2,0.1668981647,0.0139969906,0.152901174,0.35,0.2698026316,-0.080197368,0.0712709412,6.2266216459,0,0,0.1378191092,0.0717132734,1,0
007951,20140131,2013,MOVADO GROUP INC,3873,578.6100,26.5910,42.3270,570.2550,0,0,0,74.4,47.7960,17.373,5.043,318.089,208.273,241.927,263.551,2,0.1749577352,0.1008950829,0.0740626523,0.35,0.1191438089,-0.230856191,0.1208547054,6.3606286755,0,0,0.1304679485,0.0826048634,3,0
007951,20150131,2014,MOVADO GROUP INC,3873,583.0230,34.0990,37.0650,586.9800,0,0,0,71.9,46.6730,19.264,3.945,338.72,239.89,267.16,303.095,2,0.1387370864,0.1125026807,0.0262344057,0.35,0.1064346418,-0.243565358,0.1212375209,6.3682266367,0,0,0.1224913966,0.0800534456,4,0
007951,20160131,2015,MOVADO GROUP INC,3873,585.1700,44.3840,24.7410,594.9230,35,5,0,74.5,38.5530,23.36,5.291,373.363,209.66,266.555,320.425,2,0.0928176174,0.1385160334,-0.045698416,0.35,0.2138555434,-0.136144457,0.1161915071,6.3719024033,0.0683562042,0,0.1252262898,0.0658834185,5,0
007951,20170131,2016,MOVADO GROUP INC,3873,607.8020,26.2990,25.1550,552.7520,25,5,0,75.7,34.1730,16.315,5.091,370.117,215.053,268.717,326.206,3,0.0936114946,0.0806208347,0.0129906599,0.35,0.2023852117,-0.147614788,0.093086954,6.409849171,0.0493581791,0,0.1369511101,0.0562239019,6,0
007951,20190131,2018,MOVADO GROUP INC,3873,759.7010,6.7950,54.9380,679.5670,50.28,0,0,108.2,26.0670,0.162,8.775,457.034,188.346,307.347,260.606,3,0.1787491012,0.0260738433,0.1526752579,0.21,0.1597255088,-0.050274491,0.0908416683,6.6329249348,0.0661839329,0,0.1592190321,0.0343121833,8,1
007951,20220131,2021,MOVADO GROUP INC,3873,761.1600,39.9200,77.4130,732.3930,62.73,13.742,0,119.1,88.1180,24.774,14.555,366.74,352.517,291.579,214.818,3,0.2654958005,0.1858317273,0.0796640731,0.21,0.1880175164,-0.021982484,0.1602049719,6.6348435854,0.1004677072,0,0.162617611,0.1157680383,11,1
007951,20230131,2022,MOVADO GROUP INC,3873,787.7050,25.2140,96.6910,751.8980,70.91,17.681,0,126.2,99.5990,24.882,18.087,408.354,352.806,386.301,346.092,3,0.2502996368,0.0728534609,0.1774461759,0.21,0.1870598091,-0.022940191,0.1621297038,6.6691236543,0.1124672308,0,0.1678419147,0.1264420056,12,1
008068,20211231,2021,OCCIDENTAL PETROLEUM CORP,1311,75036.0000,1966.0000,1739.0000,25956.0000,30016,372,0,0,60656.0000,915,660,7904,67132,4266,22787,2,0.407641819,0.0862772634,0.3213645557,0.21,0.3795284646,0.1695284646,0.1427415626,11.225723277,0.4049789434,0,0,0.8083586545,11,1
008068,20221231,2022,OCCIDENTAL PETROLEUM CORP,1311,72609.0000,11314.0000,2803.0000,36634.0000,20327,438,0,0,59287.0000,813,1080,7882,64727,5638,32020,2,0.4971621142,0.3533416615,0.1438204528,0.21,0.3853014627,0.1753014627,0.3853524049,11.19284416,0.2859838312,0,0,0.8165241224,12,1
008068,20231231,2023,OCCIDENTAL PETROLEUM CORP,1311,74008.0000,4246.0000,2183.0000,28257.0000,19263,1648,0,0,59659.0000,1733,713,9409,64599,4488,24736,2,0.4864081996,0.171652652,0.3147555476,0.21,0.3266147503,0.1166147503,0.2275188449,11.211928474,0.2825505351,0,0,0.8061155551,13,1
008068,20241231,2024,OCCIDENTAL PETROLEUM CORP,1311,85445.0000,2398.0000,1672.0000,26725.0000,25592,1512,0,0,70315.0000,1174,629,9327,76118,4398,23880,2,0.3801728058,0.1004187605,0.2797540454,0.21,0.3761961722,0.1661961722,0.1522918616,11.355628173,0.3172099011,0,0,0.8229270291,14,1
008105,20180731,2018,OIL DRI CORP AMERICA,3290,194.6820,14.7420,0.1240,266.0000,6.107,3.083,3.43,10.551,86.7060,6.644,0.057,9.321,185.361,11.842,254.158,2,0.0104712042,0.0580032893,-0.047532085,0.21,0.4596774194,0.2496774194,0.055887218,5.2713674582,0.0472051859,0.0128947368,0.0396654135,0.4453724535,8,1
008105,20230731,2023,OIL DRI CORP AMERICA,3290,286.2350,33.6860,0.9920,413.0210,39.637,2.872,1.2,7.4,130.2580,5.195,0.004,14.608,271.627,22.058,390.963,2,0.0449723456,0.0861616061,-0.04118926,0.21,0.0040322581,-0.205967742,0.0839618324,5.6568131517,0.148510839,0.0029054213,0.0179167645,0.4550736283,13,1
008105,20240731,2024,OIL DRI CORP AMERICA,3290,354.6050,48.9950,0.6560,437.5870,65.165,5.556,2.1,9.1,156.4630,10.225,0.226,8.671,345.934,20.984,416.603,2,0.0312619138,0.1176059702,-0.086344056,0.21,0.3445121951,0.1345121951,0.1134654366,5.8710044939,0.1994359922,0.0047990457,0.0207958646,0.4412317931,14,1
008123,20111231,2011,OLIN CORP,2810,2449.6000,360.3000,19.1000,1961.1000,524.2,12.2,2.7,0,885.4000,137.7,5.5,240.8,2208.8,187.1,1774,2,0.1020844468,0.2031003382,-0.101015891,0.35,0.2879581152,-0.062041885,0.1934628525,7.8036800249,0.2189745265,0.0013767783,0,0.3614467668,1,0
008123,20121231,2012,OLIN CORP,2810,2777.7000,189.9000,35.3000,2184.7000,690.1,23.6,2.6,0,1034.3000,75.6,10.3,256.9,2520.8,214.2,1970.5,2,0.164799253,0.0963714793,0.0684277737,0.35,0.2917847025,-0.058215297,0.1030805145,7.9293785261,0.2569391943,0.0011900947,0,0.372358426,2,0
008123,20131231,2013,OLIN CORP,2810,2802.9000,222.2000,27.8000,2515.0000,678.4,12.6,2.5,0,987.8000,71.4,8.5,227.9,2574.9,198.8,2316.2,2,0.1398390342,0.0959329937,0.0439060405,0.35,0.3057553957,-0.044244604,0.0994035785,7.9384098745,0.2465303793,0.0009940358,0,0.3524207071,3,0
008486,20111231,2011,TUTOR PERINI CORP,1540,3613.1270,133.5010,3.5460,3716.3170,612.548,59.959,0,0,494.5760,50.899,1.325,152.657,3460.47,207.968,3508.349,2,0.0170507001,0.0380523716,-0.021001672,0.35,0.3736604625,0.0236604625,0.0368771017,8.1923288814,0.186128802,0,0,0.1368830932,1,0
008486,20131231,2013,TUTOR PERINI CORP,1540,3397.4380,127.6820,11.9330,4175.6720,619.226,114.658,0,0,501.3240,52.319,4.256,214.732,3182.706,175.292,4000.38,2,0.0680749835,0.0319174678,0.0361575156,0.35,0.3566580072,0.0066580072,0.0334353369,8.1307768971,0.2160110059,0,0,0.1475594257,3,0
008486,20141231,2014,TUTOR PERINI CORP,1540,3773.3150,170.5170,16.9210,4492.3090,784.067,81.292,0,0,530.8010,79.502,3.203,160.318,3612.997,168.838,4323.471,2,0.1002203295,0.039439839,0.0607804906,0.35,0.189291413,-0.160708587,0.0417242002,8.2357092044,0.2293365383,0,0,0.1406723266,4,0
008486,20151231,2015,TUTOR PERINI CORP,1540,4042.4410,69.8220,4.0170,4920.4720,734.531,88.917,0,0,523.5250,28.547,1.126,173.992,3868.449,226.307,4694.165,2,0.0177502243,0.0148742109,0.0028760134,0.35,0.2803086881,-0.069691312,0.0150064872,8.3046039964,0.2037006848,0,0,0.1295071468,5,0
008486,20161231,2016,TUTOR PERINI CORP,1540,4038.6200,128.0720,21.0430,4973.0760,673.629,85.89,0,0,477.6260,53.293,6.573,126.755,3911.865,170.683,4802.393,2,0.1232870292,0.0266683714,0.0966186578,0.35,0.3123604049,-0.037639595,0.0299844603,8.3036583284,0.1880639922,0,0,0.1182646548,6,0
008762,20100630,2010,PROCTER & GAMBLE CO,2840,128172.0000,8368.0000,6679.0000,78938.0000,21360,8472,1950,8576,19244.0000,4101,1616,58100,70100,48100,29500,2,0.1388565489,0.2836610169,-0.144804468,0.35,0.2419523881,-0.108047612,0.1906179533,11.761128391,0.2327497425,0.0247029314,0.1086422255,0.1501419967,0,0
008762,20110630,2011,PROCTER & GAMBLE CO,2840,138354.0000,8983.0000,6206.0000,82559.0000,22033,9981,2001,9315,21293.0000,3392,1188,68100,70300,51200,29900,2,0.1212109375,0.3004347826,-0.179223845,0.35,0.1914276507,-0.158572349,0.1839775191,11.837570897,0.2313919366,0.0242372122,0.1128284015,0.1539023086,1,0
008762,20120630,2012,PROCTER & GAMBLE CO,2840,132244.0000,7584.0000,5201.0000,83680.0000,21080,8698,2029,9345,20377.0000,3468,1374,64200,68000,54200,29500,2,0.0959594096,0.2570847458,-0.161125336,0.35,0.2641799654,-0.085820035,0.1527844168,11.79240398,0.2251746771,0.0242471319,0.1116754302,0.1540863858,2,0
008762,20130630,2013,PROCTER & GAMBLE CO,2840,139263.0000,8351.0000,6492.0000,84167.0000,19111,12432,2023,9729,21666.0000,3441,1584,71000,68300,53900,30300,2,0.120445269,0.2756105611,-0.155165292,0.35,0.2439926063,-0.106007394,0.1763517768,11.844119511,0.2264995009,0.0240355484,0.1155916214,0.1555761401,3,0
008762,20140630,2014,PROCTER & GAMBLE CO,2840,144266.0000,9005.0000,5880.0000,83062.0000,19811,15606,2023,9236,22304.0000,3178,1379,75500,68800,53700,29400,2,0.1094972067,0.306292517,-0.19679531,0.35,0.2345238095,-0.11547619,0.1792034866,11.879414097,0.2454978997,0.0243553009,0.1111940478,0.1546033022,4,0
008762,20150630,2015,PROCTER & GAMBLE CO,2840,129495.0000,8863.0000,2983.0000,76279.0000,18329,12021,2047,8290,20268.0000,2916,1195,64500,65000,48000,28300,2,0.0621458333,0.313180212,-0.251034379,0.35,0.4006034194,0.0506034194,0.1552983128,11.771397549,0.2343719835,0.0268356953,0.1086799775,0.1565156956,5,0
008762,20160630,2016,PROCTER & GAMBLE CO,2840,127136.0000,8788.0000,4581.0000,65299.0000,18945,11653,1879,7243,19385.0000,3342,1483,62700,64400,38300,27000,2,0.1196083551,0.3254814815,-0.205873126,0.35,0.3237284436,-0.026271556,0.2047351414,11.753012659,0.240671407,0.0287753258,0.1109205348,0.1524745155,6,0
008762,20180630,2018,PROCTER & GAMBLE CO,2840,118310.0000,9277.0000,4049.0000,66832.0000,20863,10423,1908,7103,20600.0000,3465,1131,54900,63400,39500,27300,2,0.1025063291,0.3398168498,-0.237310521,0.21,0.2793282292,0.0693282292,0.1993954992,11.681063577,0.2644408757,0.028549198,0.1062814221,0.1741188403,8,1
008892,20111231,2011,RCM TECHNOLOGIES INC,7363,86.1780,5.7250,1.2060,143.8110,0,0,0,0.596,2.5350,2.653,0.34,12.864,73.314,25.082,118.729,4,0.0480822901,0.0482190535,-0.000136763,0.35,0.2819237148,-0.068076285,0.0481952006,4.4564149247,0,0,0.0041443283,0.0294158602,1,0
008892,20131231,2013,RCM TECHNOLOGIES INC,7363,86.5240,1.1750,1.4120,170.7780,0,0,0,0.49,2.2910,0.597,0.416,24.326,62.198,40.189,130.589,3,0.0351339919,0.0089976951,0.0261362968,0.35,0.2946175637,-0.055382436,0.0151483212,4.4604218321,0,0,0.002869222,0.0264782026,3,0
008892,20141231,2014,RCM TECHNOLOGIES INC,7363,87.2730,5.9790,4.6220,193.7700,20,0,0,0.68,3.2970,3.787,1.32,30.509,56.764,53.89,139.88,3,0.0857673038,0.0427437804,0.0430235234,0.35,0.2855906534,-0.064409347,0.0547091913,4.4690411367,0.2291659505,0,0.0035093152,0.0377780069,4,0
008892,20151231,2015,RCM TECHNOLOGIES INC,7363,81.3360,6.6420,0.5120,185.7360,21,0,0,0.635,4.6980,1.139,0.081,17.45,63.886,35.712,150.024,3,0.0143369176,0.0442729163,-0.029935999,0.35,0.158203125,-0.191796875,0.0385170349,4.398588723,0.2581882561,0,0.003418831,0.0577604013,5,0
008892,20191231,2019,RCM TECHNOLOGIES INC,7363,96.1730,3.6260,1.1960,191.1000,38.871,2.449,0,0.855,8.5370,0.764,0.166,20.449,75.724,24.35,166.75,4,0.0491170431,0.0217451274,0.0273719157,0.21,0.1387959866,-0.071204013,0.0252328624,4.566148653,0.4296424152,0,0.0044740973,0.0887671176,9,1
008892,20211231,2021,RCM TECHNOLOGIES INC,7363,72.8520,10.8800,3.0340,203.8750,16.284,1.939,0,0.914,3.8160,2.925,0.292,5.556,67.296,17.706,186.169,4,0.1713543432,0.0584415236,0.1129128196,0.21,0.096242584,-0.113757416,0.0682477008,4.2884299859,0.2501372646,0,0.0044831392,0.052380168,11,1
008892,20221231,2022,RCM TECHNOLOGIES INC,7363,87.9640,26.7220,1.7580,284.6800,11.947,1.811,0,0.925,5.7630,7.591,0.359,6.406,81.558,12.518,272.342,4,0.1404377696,0.0981192765,0.0423184931,0.21,0.2042093288,-0.005790671,0.1000421526,4.4769276399,0.1564048929,0,0.0032492623,0.0655154381,12,1
008892,20231231,2023,RCM TECHNOLOGIES INC,7363,120.4840,19.3330,2.8620,263.2370,33.072,0.926,0,0.781,6.7840,5.364,0.66,9.703,110.781,16.659,246.578,4,0.1717990276,0.0784052105,0.093393817,0.21,0.2306079665,0.0206079665,0.0843156547,4.791516964,0.2821785465,0,0.0029669081,0.0563062315,13,1
008892,20241231,2024,RCM TECHNOLOGIES INC,7363,132.0770,16.6070,3.5830,278.3800,40.434,1.744,0,0.719,12.5420,6.863,0.942,8.117,123.905,21.621,256.759,4,0.1657185144,0.0646793296,0.1010391848,0.21,0.2629081775,0.0529081775,0.072526762,4.8833850858,0.319344019,0,0.0025828005,0.0949597583,14,1
008898,20100930,2010,RAYMOND JAMES FINANCIAL INC,6211,17883.0810,356.0670,5.8410,2979.5160,416.369,2937.443,0,0,170.7680,133.625,3.38,1513.68,16369.401,326.342,2653.174,4,0.0178984011,0.1342041645,-0.116305763,0.35,0.5786680363,0.2286680363,0.1214653655,9.7916103493,0.1875410619,0,0,0.0095491375,0,0
008898,20110930,2011,RAYMOND JAMES FINANCIAL INC,6211,18006.9950,421.6620,39.5850,3399.8860,680.777,296.068,0,0,169.8500,182.894,11.249,1550.103,16456.892,452.253,2947.633,4,0.0875284409,0.1430510515,-0.055522611,0.35,0.284173298,-0.065826702,0.1356654311,9.7985155725,0.0542480853,0,0,0.0094324456,1,0
008898,20120930,2012,RAYMOND JAMES FINANCIAL INC,6211,21160.2650,456.1750,15.3500,3897.9000,1385.514,605.764,0,0,231.1950,175.656,10.581,1864.068,19296.197,396.918,3500.982,4,0.0386729753,0.1302991561,-0.091626181,0.35,0.6893159609,0.3393159609,0.1209689833,9.9598804095,0.0941045871,0,0,0.0109259029,2,0
008898,20130930,2013,RAYMOND JAMES FINANCIAL INC,6211,23186.1220,550.1130,14.0740,4573.9980,1239.855,623.256,0,0,244.4160,197.033,8.469,2031.829,21154.293,418.086,4177.712,4,0.0336629306,0.1316780573,-0.098015127,0.35,0.6017479039,0.2517479039,0.1233465778,10.051309189,0.0803545759,0,0,0.0105414782,3,0
008898,20140930,2014,RAYMOND JAMES FINANCIAL INC,6211,23325.6520,705.8780,42.1670,4965.4600,1712.894,659.63,0,0,245.4010,267.797,12.56,1855.653,21469.999,452.652,4512.808,4,0.0931554483,0.1564165814,-0.063261133,0.35,0.297863258,-0.052136742,0.150649688,10.057308978,0.1017130839,0,0,0.0105206491,4,0
008898,20150930,2015,RAYMOND JAMES FINANCIAL INC,6211,26479.6840,782.1460,16.0280,5308.1640,1495.613,1003.163,0,0,255.8750,296.034,5.007,1936.039,24543.645,396.86,4911.304,4,0.0403870383,0.1592542429,-0.118867205,0.35,0.3123908161,-0.037609184,0.1503672456,10.184133076,0.0943657787,0,0,0.0096630685,5,0
008898,20160930,2016,RAYMOND JAMES FINANCIAL INC,6211,31593.7330,765.4200,35.2220,5520.3440,2288.958,535.051,0,0,321.4570,271.293,10.64,2374.794,29218.939,401.584,5118.76,4,0.0877076776,0.1495323086,-0.061824631,0.35,0.3020839248,-0.047916075,0.1450348022,10.360714057,0.0893851005,0,0,0.0101747077,6,0
008898,20180930,2018,RAYMOND JAMES FINANCIAL INC,6211,37412.9240,1261.5370,43.3400,7475.8210,2443.473,426.769,0,0,486.2740,453.96,14.424,2762,34651,520,6754,4,0.0833461538,0.1867836837,-0.10343753,0.21,0.3328103369,0.1228103369,0.174546314,10.529771485,0.0767179277,0,0,0.0129974872,8,1
008898,20190930,2019,RAYMOND JAMES FINANCIAL INC,6211,38830.0000,1340.0000,35.0000,8023.0000,2439,451,0,0,527.0000,341,15,2852,35978,529,7211,4,0.0661625709,0.1858272084,-0.119664638,0.21,0.4285714286,0.2185714286,0.171382276,10.566948423,0.0744269894,0,0,0.0135719804,9,1
008898,20200930,2020,RAYMOND JAMES FINANCIAL INC,6211,47482.0000,1019.0000,33.0000,8168.0000,3248,435,0,0,856.0000,234,9,3392,44090,544,7446,3,0.0606617647,0.1368520011,-0.076190236,0.21,0.2727272727,0.0627272727,0.1287952987,10.768105971,0.0775662356,0,0,0.0180278843,10,1
008898,20210930,2021,RAYMOND JAMES FINANCIAL INC,6211,61891.0000,1701.0000,90.0000,9910.0000,3345,381,0,0,945.0000,388,25,3939,57952,693,9067,3,0.1298701299,0.1876033969,-0.057733267,0.21,0.2777777778,0.0677777778,0.1807265388,11.033130052,0.0602026143,0,0,0.015268779,11,1
008898,20220930,2022,RAYMOND JAMES FINANCIAL INC,6211,80951.0000,1907.0000,115.0000,11308.0000,3471,1470,0,0,983.0000,513,32,6523,74428,938,10065,3,0.1226012793,0.189468455,-0.066867176,0.21,0.2782608696,0.0682608696,0.1788114609,11.301599312,0.0610369236,0,0,0.0121431483,12,1
008898,20230930,2023,RAYMOND JAMES FINANCIAL INC,6211,78360.0000,2193.0000,87.0000,12992.0000,3528,1023,0,0,1121.0000,541,39,5854,72506,1010,10609,3,0.0861386139,0.2067112829,-0.120572669,0.21,0.4482758621,0.2382758621,0.1754926108,11.269068872,0.0580781011,0,0,0.0143057682,13,1
008898,20240930,2024,RAYMOND JAMES FINANCIAL INC,6211,82992.0000,2534.0000,109.0000,14923.0000,3622,1378,0,0,1203.0000,575,41,5959,77033,1093,11728,3,0.0997255261,0.2160641201,-0.116338594,0.21,0.376146789,0.166146789,0.1771091604,11.326499497,0.0602467708,0,0,0.014495373,14,1
009317,20101231,2010,SEI INVESTMENTS CO,6282,1377.2230,360.9370,6.7950,905.8350,95,0,105.6,0,140.5680,136.461,3.365,183.448,1193.775,133.767,767.068,2,0.0507972818,0.4705410733,-0.419743791,0.35,0.4952170714,0.1452170714,0.4059591427,7.2278244319,0.0689793882,0.1165775224,0,0.1020662594,0,0
