gvkey,datadate,fyear,company_name,sich,at,pidom,pifo,sale,dltt,dlc,xrd,xad,ppent,txt,txfo,foreign_assets,domestic_assets,foreign_sales,domestic_sales,num_segments,num_foreign_segs,num_domestic_segs,foreign_pm,domestic_pm,income_shift,usr,ftr,tax_diff,ww_profit,size,leverage,rnd_intensity,ad_intensity,ppe_intensity,year_trend,post_tcja
004186,20121231,2012,EASTERN CO,3420,115.8540,8.6150,4.6100,157.5090,6.071,1.429,0.814,0.442,25.6600,4.599,1.367,20.413,95.441,36.905,120.604,2,1,1,0.1249153231,0.071432125,0.0534831982,0.35,0.2965292842,-0.053470716,0.0839634561,4.7523307777,0.0647366513,0.0051679587,0.0028061889,0.221485663,2,0
004186,20131231,2013,EASTERN CO,3420,113.8580,7.1390,2.9750,142.4580,4.285,1.786,0.991,0.486,27.3920,3.212,0.872,17.569,96.289,28.373,114.085,2,1,1,0.1048532055,0.0625761494,0.0422770561,0.35,0.2931092437,-0.056890756,0.0709963638,4.7349520579,0.0533208031,0.0069564363,0.0034115318,0.240580372,3,0
004186,20141231,2014,EASTERN CO,3420,121.2710,8.0880,3.4410,140.8250,3.214,1.071,1.08,0.494,28.0510,3.868,0.991,15.499,105.772,23.347,117.478,2,1,1,0.147385103,0.068846933,0.07853817,0.35,0.2879976751,-0.062002325,0.0818675661,4.7980277107,0.0353340865,0.0076690928,0.0035078999,0.2313083919,4,0
004186,20151231,2015,EASTERN CO,3420,121.7390,4.3090,3.7120,144.5680,1.786,1.429,1.219,0.496,26.8010,2.294,1.055,15.076,106.663,18.453,126.115,2,1,1,0.201159703,0.0341672283,0.1669924747,0.35,0.2842133621,-0.065786638,0.0554825411,4.8018794088,0.0264089569,0.0084320182,0.0034309114,0.2201513073,5,0
004186,20161231,2016,EASTERN CO,3420,124.1980,7.2760,3.9470,137.6080,0.893,0.893,1.526,0.442,26.1660,3.438,1.092,17.167,107.031,19.928,117.68,2,1,1,0.1980630269,0.061828688,0.1362343389,0.35,0.2766658221,-0.073334178,0.0815577583,4.8218770663,0.0143802638,0.0110894715,0.0032120226,0.2106797211,6,0
004186,20181231,2018,EASTERN CO,3420,181.2480,12.4320,5.1580,234.2750,26.35,2.325,6.951,0.502,29.8530,3.084,0.754,14.582,166.666,26.486,207.789,2,1,1,0.1947443933,0.0598299236,0.1349144696,0.21,0.1461806902,-0.06381931,0.075082702,5.1998662592,0.1582086423,0.0296702593,0.0021427809,0.1647080244,8,1
004186,20191231,2019,EASTERN CO,3420,280.6630,12.5370,3.6690,251.7430,105.92,5.188,6.025,0.463,54.3650,2.94,1.001,17.367,263.296,20.822,230.921,2,1,1,0.1762078571,0.0542912944,0.1219165626,0.21,0.2728263832,0.0628263832,0.0643751763,5.6371546614,0.3958769058,0.0239331382,0.0018391773,0.1937020555,9,1
004186,20201231,2020,EASTERN CO,3420,275.5280,5.1960,0.8300,240.4030,92.139,9.361,3.131,0.303,52.7200,0.62,1.097,21.838,253.69,10.569,187.046,2,1,1,0.0785315545,0.0277792629,0.0507522917,0.21,1.321686747,1,0.0250662429,5.6186892568,0.3683836126,0.0130239639,0.0012603836,0.1913417148,10,1
004186,20211231,2021,EASTERN CO,3420,266.3290,14.5750,4.4950,246.5230,72.453,10.165,4.101,0.2,39.4430,2.888,1.51,13.368,252.961,12.222,234.301,2,1,1,0.3677794142,0.0622063073,0.3055731069,0.21,0.3359288098,0.1259288098,0.0773558654,5.5847323866,0.3102103038,0.0166353647,0.0008112833,0.1480987801,11,1
004186,20221231,2022,EASTERN CO,3420,261.5230,12.7880,1.6150,279.2650,64.331,12.07,4.241,0.27,38.3300,3.353,0.573,13.255,249.652,8.922,270.343,2,1,1,0.1810132257,0.0473028708,0.1337103549,0.21,0.3547987616,0.1447987616,0.0515746692,5.5665222337,0.2921387411,0.0151862926,0.0009668236,0.1465645469,12,1
004186,20231231,2023,EASTERN CO,3420,252.0390,8.3520,2.6400,273.4550,54.604,7.478,5.592,0.4,45.5260,2.407,0.967,14.447,237.592,3.604,255.254,2,1,1,0.7325194229,0.0327203491,0.6997990737,0.21,0.3662878788,0.1562878788,0.0401967417,5.5295838374,0.2463190221,0.0204494341,0.0014627635,0.1806307754,13,1
004186,20241231,2024,EASTERN CO,3420,235.3090,13.3630,3.7110,272.7520,52.801,7.439,4.889,0.6,41.6910,3.858,1.573,13.724,221.585,4.415,268.337,2,1,1,0.8405436014,0.0497993195,0.7907442818,0.21,0.4238749663,0.2138749663,0.062598991,5.460899544,0.2560038078,0.0179247082,0.0021998006,0.1771755436,14,1
004213,20101231,2010,ECOLAB INC,2842,4872.2000,497.5000,250.2000,6089.7000,656.4,189.2,88,0,1148.3000,216.6,74.2,2846.6,2025.6,2919.3,3170.4,3,2,1,0.0857054773,0.1569202624,-0.071214785,0.35,0.2965627498,-0.05343725,0.1227810894,8.4913008595,0.1735560938,0.0144506298,0,0.2356840852,0,0
004367,20101231,2010,WEATHERFORD INTL PLC,1381,19131.6540,18.1040,186.4850,10220.7970,6529.998,235.392,214.481,0,6939.7540,297.721,242.688,12561.96,6569.694,6053.916,4166.881,5,4,1,0.0308040283,0.0043447365,0.0264592918,0.35,1.3013808081,0.9513808081,0.0200169321,9.8590995198,0.3536228493,0.0209847627,0,0.3627367503,0,0
004412,20101231,2010,VISKASE HOLDINGS INC,3089,337.2400,1.1920,16.1040,316.2150,215.474,0.815,3.569,0,112.5630,1.677,0.111,124.081,213.159,174.007,166.222,3,2,1,0.0925480009,0.0071711326,0.0853768684,0.35,0.0068926975,-0.343107303,0.0546969625,5.8207948431,0.6413503736,0.0112866246,0,0.333777132,0,0
004412,20151231,2015,VISKASE HOLDINGS INC,3089,413.9400,9.0060,2.1770,343.5830,266.675,3.334,4.977,0,153.6280,9.886,6.568,198.269,215.671,198.286,195.131,4,3,1,0.0109790908,0.0461536096,-0.035174519,0.35,3.0169958659,1,0.0325481761,6.0257210358,0.652290187,0.0144855828,0,0.3711359134,5,0
004412,20201231,2020,VISKASE HOLDINGS INC,3089,503.1230,6.9220,3.8600,408.8870,168.942,17.693,4.411,0,191.7370,6.218,3.968,297.938,205.185,263.609,207.321,4,3,1,0.0146428991,0.0333878382,-0.018744939,0.21,1.0279792746,0.8179792746,0.0263691436,6.220834673,0.3709530274,0.0107878216,0,0.3810936888,10,1
004460,20101031,2010,ESTERLINE TECHNOLOGIES CORP,3823,2587.7380,71.9800,82.7690,1526.6010,598.972,14.626,69.753,0,273.7700,24.504,14.933,1536.701,756.043,712.948,813.653,5,4,1,0.1160940209,0.0884652303,0.0276287906,0.35,0.1804177893,-0.169582211,0.101368334,7.858539414,0.2371175134,0.0456917033,0,0.1057950998,0,0
004460,20111031,2011,ESTERLINE TECHNOLOGIES CORP,3823,3378.5860,110.7980,47.6840,1717.9850,1020.028,16.595,94.505,0,368.4160,24.938,19.472,2299.277,947.896,799.548,918.437,5,4,1,0.0596386959,0.1206375614,-0.060998866,0.35,0.4083550038,0.0583550038,0.0922487682,8.1252125578,0.306821552,0.0550092114,0,0.1090444346,1,0
004460,20121031,2012,ESTERLINE TECHNOLOGIES CORP,3812,3227.1170,108.4360,35.0970,1992.3180,838.06,10.61,107.745,0,356.4010,29.958,21.222,2007.437,1015.994,941.269,936.552,5,4,1,0.0372868967,0.1157821456,-0.078495249,0.35,0.6046670656,0.2546670656,0.072043218,8.079344448,0.2629808588,0.0540802221,0,0.1104394418,2,0
004460,20131031,2013,ESTERLINE TECHNOLOGIES CORP,3812,3262.1120,96.1050,101.7440,1969.7540,667.859,21.279,95.736,0,371.1970,30.085,22.993,2097.462,1020.952,951.561,937.216,5,4,1,0.1069232556,0.1025430637,0.0043801919,0.35,0.2259887561,-0.124011244,0.1004435072,8.0901301174,0.2112551623,0.0486030235,0,0.113790391,3,0
004460,20141031,2014,ESTERLINE TECHNOLOGIES CORP,3812,3193.4670,103.3390,107.4950,2051.1690,609.72,12.774,98.901,0,319.3420,44.274,28.944,2048.82,1028.879,1047.171,1003.998,5,4,1,0.1026527664,0.1029274959,-0.00027473,0.35,0.2692590353,-0.080740965,0.1027872399,8.0688624395,0.1949273313,0.0482168949,0,0.0999985282,4,0
004460,20150930,2015,ESTERLINE TECHNOLOGIES CORP,3812,3007.0300,43.5920,72.4300,1774.4490,867.786,13.589,91.491,0,309.3990,18.956,24.131,2010.392,933.631,899.404,875.045,5,4,1,0.0805311073,0.0498168666,0.0307142407,0.35,0.333163054,-0.016836946,0.065384804,8.0087081597,0.2931048244,0.0515602308,0,0.10289189,5,0
004460,20160930,2016,ESTERLINE TECHNOLOGIES CORP,3812,3029.3900,66.0360,69.9890,1993.4530,853.796,16.774,99.71,0,338.0340,21.857,30.409,1917.847,1055.567,982.163,1010.468,5,4,1,0.0712600658,0.0653518963,0.0059081694,0.35,0.4344825615,0.0844825615,0.0682358701,8.0161165581,0.287374686,0.0500187363,0,0.1115848405,6,0
004460,20180930,2018,ESTERLINE TECHNOLOGIES CORP,3812,3036.9170,42.5070,111.0690,2040.1320,654.922,17.546,90.869,0,314.8060,83.827,43.868,1960.827,979.917,1033.412,1001.427,5,4,1,0.1074779468,0.0424464289,0.0650315179,0.21,0.3949616905,0.1849616905,0.075277482,8.0185981351,0.2214311422,0.0445407454,0,0.1036597312,8,1
004462,20101231,2010,NEWMARKET CORP,2860,1062.7410,149.6400,110.3560,1797.3920,217.544,4.369,91.188,0,333.9760,82.871,30.81,472.525,590.216,1146.611,650.781,2,1,1,0.0962453701,0.2299391039,-0.133693734,0.35,0.2791873573,-0.070812643,0.1446518066,6.9686066986,0.2088119307,0.0507335072,0,0.3142590716,0,0
004462,20111231,2011,NEWMARKET CORP,2860,1191.6620,198.1530,105.5640,2149.5580,232.601,10.966,105.496,0,352.9660,96.81,28.53,556.723,634.939,1381.843,767.715,2,1,1,0.0763936279,0.2581075008,-0.181713873,0.35,0.2702625895,-0.07973741,0.1412927681,7.0831042504,0.2043926885,0.0490779965,0,0.2961964047,1,0
004494,20101231,2010,EXPEDITORS INTL WASH INC,4731,2679.1790,196.3820,367.6860,5967.5730,0,0,0,0,498.6480,219.863,118.991,1336.081,1343.098,4619.314,1348.259,7,6,1,0.0795975333,0.1456559904,-0.066058457,0.35,0.323621242,-0.026378758,0.0945221784,7.8932656833,0,0,0,0.1861197031,0,0
004494,20111231,2011,EXPEDITORS INTL WASH INC,4731,2866.8270,212.3080,425.7200,6150.4980,0,0,0,0,538.8060,251.785,135.152,1345.17,1521.657,4610.021,1540.477,7,6,1,0.0923466509,0.1378196494,-0.045472998,0.35,0.3174668796,-0.03253312,0.1037359902,7.9609611222,0,0,0,0.1879450696,1,0
004494,20121231,2012,EXPEDITORS INTL WASH INC,4731,2954.1250,179.4830,370.9100,5980.9430,0,0,0,0,556.2040,217.424,106.475,2070.624,1459.425,5565.52,1529.917,9,8,1,0.0666442668,0.1173155145,-0.050671248,0.35,0.2870642474,-0.062935753,0.0920244517,7.9909577777,0,0,0,0.1882804553,2,0
004494,20131231,2013,EXPEDITORS INTL WASH INC,4731,3014.8120,192.8500,379.7460,6080.2570,0,0,0,0,563.0640,222.585,121.621,2694.635,1582.557,8716.187,1561.468,11,10,1,0.0435679042,0.123505573,-0.079937669,0.35,0.3202693379,-0.029730662,0.094172993,8.0112927523,0,0,0,0.1867658746,3,0
004494,20141231,2014,EXPEDITORS INTL WASH INC,4731,2890.9050,211.5880,399.3010,6564.7210,0,0,0,0,538.4150,231.429,127.567,2137.455,1408.598,8103.441,1694.819,9,8,1,0.0492754868,0.1248440099,-0.075568523,0.35,0.3194757839,-0.030524216,0.0930563538,7.9693248809,0,0,0,0.1862444459,4,0
004494,20151231,2015,EXPEDITORS INTL WASH INC,4731,2582.4380,236.9320,499.7570,6616.6320,0,0,0,0,524.7240,277.192,147.174,1379.906,1202.532,4853.271,1763.361,8,7,1,0.1029732319,0.1343638654,-0.031390634,0.35,0.2944911227,-0.055508877,0.1113389712,7.856489193,0,0,0,0.2031893893,5,0
004494,20161231,2016,EXPEDITORS INTL WASH INC,4731,2790.8710,243.7540,443.1020,6098.0370,0,0,0,0,536.5720,254.323,137.076,1335.149,1455.722,4415.031,1683.006,8,7,1,0.1003621492,0.1448325199,-0.044470371,0.35,0.309355408,-0.040644592,0.1126355908,7.9341090125,0,0,0,0.1922596924,6,0
004494,20181231,2018,EXPEDITORS INTL WASH INC,4731,3314.5590,313.1780,505.1510,8138.3650,0,0,0,0,504.1050,198.539,151.312,1624.609,1689.95,5801.684,2336.681,8,7,1,0.0870697198,0.1340268526,-0.046957133,0.21,0.2995381579,0.0895381579,0.1005520151,8.1060798621,0,0,0,0.1520881058,8,1
004494,20191231,2019,EXPEDITORS INTL WASH INC,4731,3691.8840,327.8780,467.9160,8175.4260,326.347,65.367,0,0,889.3790,203.778,150.261,1714.881,1978.307,5224.86,2720.923,7,6,1,0.089555701,0.1205024913,-0.03094679,0.21,0.3211281512,0.1111281512,0.0973397594,8.2138921758,0.1061013835,0,0,0.2409011226,9,1
004494,20201231,2020,EXPEDITORS INTL WASH INC,4731,4927.5030,325.0090,631.5550,10116.4810,364.185,74.004,0,0,939.1480,258.35,193.996,2413.824,2532.324,6811.617,2776.537,7,6,1,0.0927173386,0.1170555264,-0.024338188,0.21,0.3071719803,0.0971719803,0.0945550137,8.5025876479,0.0889271909,0,0,0.1905930854,10,1
004494,20211231,2021,EXPEDITORS INTL WASH INC,4731,7609.9290,823.0090,1101.6070,16523.5170,385.641,82.019,0,0,947.0280,505.771,328.137,3989.644,3699.748,12183.43,4344.825,7,6,1,0.0904184618,0.1894228191,-0.099004357,0.21,0.2978712009,0.0878712009,0.1164773819,8.937209121,0.0614539242,0,0,0.1244463647,11,1
004494,20221231,2022,EXPEDITORS INTL WASH INC,4731,5590.4340,987.1860,848.7050,17071.2840,422.844,95.621,0,0,1009.4190,475.286,295.546,2546.85,3070.697,12206.45,4869.364,7,6,1,0.0695292243,0.2027340737,-0.133204849,0.21,0.3482317177,0.1382317177,0.107542643,8.6288122018,0.092741458,0,0,0.1805618312,12,1
004494,20231231,2023,EXPEDITORS INTL WASH INC,4731,4523.8090,512.6820,502.3460,9300.1100,427.984,99.749,0,0,995.5050,263.249,174.223,1948.346,2595.576,5993.562,3311.327,7,6,1,0.083814266,0.1548267507,-0.071012485,0.21,0.3468187265,0.1368187265,0.1091415048,8.4171096171,0.1166567819,0,0,0.2200590255,13,1
004494,20241231,2024,EXPEDITORS INTL WASH INC,4731,4754.4580,514.1250,580.6750,10600.5150,462.201,106.736,0,0,1001.0560,283.167,189.233,2220.554,2565.372,7353.873,3251.998,7,6,1,0.0789617933,0.1580951157,-0.079133322,0.21,0.3258845309,0.1158845309,0.1032780011,8.4668379832,0.1196639028,0,0,0.2105510239,14,1
004645,20111231,2011,SCHAWK INC  -CL A,2790,479.5130,11.3240,10.7830,455.2930,73.737,21.442,0,0,60.0640,1.496,2.335,93.508,361.189,109.581,330.879,3,2,1,0.0984020953,0.0342239912,0.064178104,0.35,0.2165445609,-0.133455439,0.0485555455,6.1727710055,0.198490969,0,0,0.1252604205,1,0
004645,20131231,2013,SCHAWK INC  -CL A,2790,430.5410,13.0150,7.1050,442.6400,56.636,1.266,0,0,59.0030,6.902,1.855,81.932,326.745,129.63,331.38,3,2,1,0.0548098434,0.0392751524,0.015534691,0.35,0.2610837438,-0.088916256,0.0454545455,6.0650425574,0.134486611,0,0,0.1370438588,3,0
004818,20101231,2010,FLUOR CORP,1600,7614.9230,454.0660,105.5300,20849.3490,17.759,96.692,0,0,866.3430,118.514,94.293,3359.8,4255.1,13208.5,7640.8,6,5,1,0.0079895522,0.0594264998,-0.051436948,0.35,0.8935184308,0.5435184308,0.0268399747,8.9378651537,0.0150298302,0,0,0.1137691084,0,0
004818,20111231,2011,FLUOR CORP,1600,8270.2760,346.0160,655.8000,23381.3990,513.5,19.458,0,0,921.5850,303.729,176.116,3615,4655.3,16421.6,6959.8,6,5,1,0.0399352073,0.0497163712,-0.009781164,0.35,0.2685513876,-0.081448612,0.042846709,9.0204231611,0.0644425893,0,0,0.1114334032,1,0
004818,20121231,2012,FLUOR CORP,1600,8276.0430,279.8900,453.6150,27577.1350,520.205,20.792,0,0,951.2550,162.438,226.11,3865.7,4410.3,20555.7,7021.4,6,5,1,0.0220676017,0.0398624206,-0.017794819,0.35,0.4984623524,0.1484623524,0.0265983033,9.0211202346,0.0653690417,0,0,0.1149407996,2,0
004818,20131231,2013,FLUOR CORP,1600,8323.8500,303.0700,874.5290,27351.5730,496.604,29.839,0,0,966.9530,354.573,168.894,3994.5,4329.4,20056.6,7295,6,5,1,0.0436030534,0.0415448938,0.0020581596,0.35,0.1931256711,-0.156874329,0.04305416,9.0268801672,0.063245133,0,0,0.1161665575,3,0
004818,20141231,2014,FLUOR CORP,1600,8194.4290,332.4970,872.4120,21531.5770,991.685,28.742,0,0,980.2630,352.815,151.24,3596,4598.4,14065.4,7466.2,6,5,1,0.0620253957,0.0445336316,0.0174917641,0.35,0.1733584591,-0.176641541,0.0559600906,9.0112098121,0.1245269194,0,0,0.1196255407,4,0
004818,20151231,2015,FLUOR CORP,1600,7631.5060,12.5200,714.0320,18114.0480,992.664,0,0,0,892.3400,245.888,203.125,3319.4,4312.1,10256.7,7857.3,6,5,1,0.0696161533,0.0015934227,0.0680227307,0.35,0.2844760459,-0.065523954,0.0401098639,8.9400404836,0.1300744571,0,0,0.116928428,5,0
004818,20231231,2023,FLUOR CORP,1600,6973.0000,185.0000,130.0000,15474.0000,1258,41,0,0,584.0000,236,240,1939,5034,4960,10514,5,4,1,0.0262096774,0.0175955868,0.0086140906,0.21,1.8461538462,1,0.0203567274,8.8498008272,0.1862899756,0,0,0.0837516134,13,1
004818,20241231,2024,FLUOR CORP,1600,9143.0000,1589.0000,1129.0000,16315.0000,1104,0,0,0,494.0000,634,214,1684,7459,5226,11089,5,4,1,0.2160352086,0.1432951574,0.0727400512,0.21,0.1895482728,-0.020451727,0.1665951578,9.1207438382,0.1207481133,0,0,0.0540304058,14,1
004840,20151231,2015,FORD MOTOR CREDIT CO LLC,6159,137448.0000,1298.0000,788.0000,9858.0000,78281,41320,0,0,25221.0000,723,161,26301,111147,1312,8386,3,2,1,0.6006097561,0.1547817792,0.4458279769,0.35,0.2043147208,-0.145685279,0.211604788,11.831000943,0.8701545312,0,0,0.183494849,5,0
004840,20161231,2016,FORD MOTOR CREDIT CO LLC,6159,146089.0000,1070.0000,809.0000,11484.0000,79478,47014,0,0,27365.0000,506,222,27077,119012,1404,9505,4,3,1,0.5762108262,0.1125723304,0.4636384959,0.35,0.2744128554,-0.075587145,0.1636189481,11.891971304,0.8658557455,0,0,0.1873173203,6,0
004840,20181231,2018,FORD MOTOR CREDIT CO LLC,6159,162209.0000,1717.0000,910.0000,12450.0000,88858,51288,0,0,27641.0000,403,153,168116,128498,12898,10706,6,5,1,0.0705535742,0.1603773585,-0.089823784,0.21,0.1681318681,-0.041868132,0.2110040161,11.996640906,0.8639841193,0,0,0.1704036151,8,1
004840,20191231,2019,FORD MOTOR CREDIT CO LLC,6159,161426.0000,2160.0000,838.0000,12767.0000,87751,52388,0,0,27979.0000,770,168,165269,127533,12954,11109,6,5,1,0.0646904431,0.194436943,-0.1297465,0.21,0.200477327,-0.009522673,0.234824156,11.991802112,0.8681315278,0,0,0.1733239999,9,1
004844,20101231,2010,FOREST OIL CORP -OLD,1311,3785.3880,306.5800,41.5680,853.7390,1582.28,287.092,0,0,2715.6780,120.627,0,806.499,2978.889,146.047,707.692,3,2,1,0.2846207043,0.4332110579,-0.148590354,0.35,,,0.407792077,8.2389036705,0.4938389407,0,0,0.7174107383,0,0
004926,20101130,2010,FULLER (H. B.) CO,2891,1153.4570,51.2710,36.4470,1356.1610,200.978,49.743,19.294,0,251.0750,25.307,11.728,598.015,555.442,788.938,567.223,5,3,2,0.0461975466,0.0903894941,-0.044191948,0.35,0.321782314,-0.028217686,0.0646811109,7.0505187991,0.2173648432,0.0142269244,0,0.2176717468,0,0
004941,20101231,2010,GATX CORP,4700,5442.4000,25.0000,72.4000,1166.8000,2756.8,419.7,0,0,4166.8000,16.6,5,1806.8,3635.6,270.7,843.3,2,1,1,0.267454747,0.0296454405,0.2378093064,0.35,0.0690607735,-0.280939227,0.0834761742,8.601975419,0.583657945,0,0,0.7656181097,0,0
004941,20111231,2011,GATX CORP,4700,5857.5000,56.7000,91.5000,1262.4000,2763,784.1,0,0,4392.0000,37.4,5,1766.6,4090.9,278.6,912.8,2,1,1,0.3284278536,0.0621165644,0.2663112891,0.35,0.0546448087,-0.295355191,0.1173954373,8.6754781704,0.6055655143,0,0,0.7498079385,1,0
004941,20121231,2012,GATX CORP,4700,6055.4000,80.5000,63.3000,1243.2000,2808.6,759.3,0,0,4690.2000,26.1,8,1897.9,4157.5,279.8,963.4,2,1,1,0.2262330236,0.0835582313,0.1426747923,0.35,0.1263823065,-0.223617694,0.1156692407,8.7087057149,0.5892096311,0,0,0.774548337,2,0
004941,20131231,2013,GATX CORP,4700,6549.6000,66.0000,93.0000,1321.0000,3413.6,457.4,0,0,5105.2000,65.5,10.5,2200.1,4349.5,332.1,988.9,2,1,1,0.2800361337,0.0667408231,0.2132953106,0.35,0.1129032258,-0.237096774,0.1203633611,8.7871592581,0.5910284598,0,0,0.7794674484,3,0
004941,20141231,2014,GATX CORP,4700,6937.5000,137.9000,93.3000,1451.0000,3672.9,601.3,0,0,5722.1000,75.7,13,2133.9,4803.6,346.2,1104.8,2,1,1,0.2694974003,0.1248189718,0.1446784286,0.35,0.139335477,-0.210664523,0.1593383873,8.8446967581,0.6161009009,0,0,0.8248072072,4,0
004941,20151231,2015,GATX CORP,4700,6894.2000,174.7000,95.6000,1449.9000,3632,572.2,0,0,5730.2000,110.9,15.3,1992.3,4901.9,329.4,1120.5,2,1,1,0.2902246509,0.155912539,0.1343121118,0.35,0.160041841,-0.189958159,0.1864266501,8.8384357574,0.6098169476,0,0,0.8311624264,5,0
004941,20161231,2016,GATX CORP,4700,7105.4000,211.0000,94.4000,1418.3000,3965.5,306.4,0,0,5832.6000,95.7,16.9,2098.2,5007.2,320.7,1097.6,2,1,1,0.294356096,0.1922376093,0.1021184867,0.35,0.1790254237,-0.170974576,0.2153282098,8.8686103373,0.6012187913,0,0,0.8208686351,6,0
004941,20181231,2018,GATX CORP,4700,7616.7000,108.9000,86.2000,1360.9000,4179.7,372.1,0,0,6583.8000,34.1,17.5,2470.9,4848,333.5,841.6,2,1,1,0.2584707646,0.1293963878,0.1290743768,0.21,0.2030162413,-0.006983759,0.1433610111,8.938098484,0.5976078879,0,0,0.8643900902,8,1
004941,20191231,2019,GATX CORP,4700,8285.1000,77.0000,106.1000,1393.8000,4862.7,373.7,0,0,7165.4000,48.4,19.6,2624.5,5369.5,331.1,871,2,1,1,0.3204469949,0.0884041332,0.2320428617,0.21,0.1847313855,-0.025268615,0.1313674846,9.0222139998,0.6320261675,0,0,0.8648537736,9,1
004941,20211231,2021,GATX CORP,4700,9541.7000,40.9000,154.2000,1257.4000,5810,383.3,0,0,8087.2000,53.2,18.6,3783.3,5758.4,468.5,788.9,2,1,1,0.329135539,0.0518443402,0.2772911987,0.21,0.1206225681,-0.089377432,0.1551614443,9.1634269456,0.6490772085,0,0,0.8475638513,11,1
004941,20221231,2022,GATX CORP,4700,10072.0000,55.8000,121.3000,1273.0000,6189.4,517.3,0,0,8523.3000,54.8,18.3,3910.2,6161.8,466.9,806.1,2,1,1,0.2597986721,0.0692221809,0.1905764912,0.21,0.1508656224,-0.059134378,0.1391201885,9.2175145757,0.665875695,0,0,0.8462370929,12,1
004941,20231231,2023,GATX CORP,4700,11326.0000,82.9000,162.6000,1410.9000,7088.7,537.2,0,0,9651.7000,58.7,17.3,4718.5,6607.5,548.1,862.8,2,1,1,0.2966611932,0.096082522,0.2005786712,0.21,0.106396064,-0.103603936,0.1740024098,9.3348562467,0.6733092001,0,0,0.8521719936,13,1
004941,20241231,2024,GATX CORP,4700,12296.5000,80.6000,180.8000,1585.5000,7763,642.7,0,0,10641.9000,60,13.5,5167.2,7129.3,637.3,948.2,2,1,1,0.2836968461,0.0850031639,0.1986936822,0.21,0.0746681416,-0.135331858,0.1648691265,9.417069948,0.6835847599,0,0,0.8654413858,14,1
004973,20101231,2010,ARTHUR J GALLAGHER & CO,6411,3596.0000,169.7000,33.3000,1863.0000,550,0,0,0,75.8000,39.7,9.3,700.5,2895.5,250.7,1613.5,2,1,1,0.1328280814,0.1051750852,0.0276529962,0.35,0.2792792793,-0.070720721,0.1089640365,8.1875773956,0.1529477197,0,0,0.0210789766,0,0
004973,20111231,2011,ARTHUR J GALLAGHER & CO,6411,4483.5000,194.7000,13.1000,2134.2000,675,10,0,0,91.3000,63.7,7.4,2562,3202.5,819.2,1725.1,4,3,1,0.0159912109,0.1128630224,-0.096871811,0.35,0.5648854962,0.2148854962,0.0973666948,8.4081592704,0.1527824244,0,0,0.0203635553,1,0
004973,20121231,2012,ARTHUR J GALLAGHER & CO,6411,5352.3000,234.7000,10.6000,2518.9000,725,129,0,0,105.4000,50.3,8.7,3859.2,3675.9,1190.3,2006.1,7,6,1,0.008905318,0.1169931708,-0.108087853,0.35,0.820754717,0.470754717,0.0973837786,8.585281654,0.1595575734,0,0,0.0196924687,2,0
004973,20131231,2013,ARTHUR J GALLAGHER & CO,6411,6860.5000,230.8000,43.7000,3179.6000,825,630.5,0,0,160.4000,5.9,28.5,3171,4422.4,872.6,2533.5,8,7,1,0.05008022,0.0910992698,-0.04101905,0.35,0.652173913,0.302173913,0.086331614,8.8335356044,0.2121565484,0,0,0.0233802201,3,0
004973,20201231,2020,ARTHUR J GALLAGHER & CO,6411,22331.4000,524.4000,346.5000,7003.6000,4586.9,367.4,0,0,824.6000,12.8,94.6,10545.1,11786.3,1954.7,5048.9,6,5,1,0.1772650535,0.103864208,0.0734008454,0.21,0.273015873,0.063015873,0.1243503341,10.013749039,0.2218535336,0,0,0.0369255846,10,1
004973,20211231,2021,ARTHUR J GALLAGHER & CO,6411,33345.0000,593.0000,382.1000,8209.4000,6119.5,556.1,0,0,859.4000,20.1,108.8,14516.4,18828.6,2352.6,5856.8,6,5,1,0.1624160503,0.1012498293,0.0611662211,0.21,0.2847422141,0.0747422141,0.1187784735,10.414663115,0.2001979307,0,0,0.0257729795,11,1
004973,20221231,2022,ARTHUR J GALLAGHER & CO,6411,38907.8000,781.6000,545.4000,8550.6000,5863.2,634.3,0,0,922.9000,211,196.6,17606,21301.8,2993.4,5557.2,6,5,1,0.1822008419,0.1406463687,0.0415544732,0.21,0.3604693803,0.1504693803,0.1551937876,10.568950024,0.166997363,0,0,0.0237201795,12,1
004973,20231231,2023,ARTHUR J GALLAGHER & CO,6411,51615.8000,605.0000,580.1000,10071.9000,7358.2,1043.2,0,0,1126.7000,219.1,212.8,26305.5,25310.3,3645.4,6426.5,6,5,1,0.1591320568,0.0941414456,0.0649906113,0.21,0.3668333046,0.1568333046,0.1176639959,10.851583106,0.1627679896,0,0,0.0218285874,13,1
004973,20241231,2024,ARTHUR J GALLAGHER & CO,6411,64255.2000,972.1000,902.7000,11554.9000,13060,517,0,0,1028.1000,404.4,194.3,26205.8,38049.4,4127,7427.9,6,5,1,0.2187303126,0.1308714441,0.0878588684,0.21,0.2152431594,0.0052431594,0.1622515123,11.070617933,0.2112980739,0,0,0.0160002615,14,1
005047,20101231,2010,GE AEROSPACE,9997,751216.0000,5078.0000,9130.0000,149060.0000,324782,153858,3939,0,66214.0000,1050,3258,370700,364700,62800,86800,6,4,2,0.1453821656,0.0585023041,0.0868798615,0.35,0.3568455641,0.0068455641,0.0953173219,13.529448506,0.6371536283,0.0264256004,0,0.0881424251,0,0
